file,emotion,dur,F1,F2,F3,F4,F5,F6,Mean_F0,F0_start,F0_end,Max_F0,Perc_Time_Max_F0,Min_F0,F0_abs_slope,F0_Var,Q25,Q50,Q75,Fpeak,AM_var,AM_rate,AM_extent,harmonicity,Formant_dispersal,Vocal_tract_length,Mean_wiener_entropy
ut_effort-m-15-sports,effort,0.827,627.363,1156.793,2310.601,3358.486,5002.097,6476.267,239.972,187.54,308.08,310.193,69.996,185.741,642.576,342.058,558.409,853.116,1205.913,575.919,103.925,14.507,7.164,2.13,869.121,20.135,-1.472
ut_effort-m-16-sports,effort,0.622,595.257,1146.627,1812.273,2669.479,3549.34,4002.847,262.323,358.19,197.58,360.104,16.267,195.314,945.353,387.269,558.0,835.376,1890.468,547.987,133.604,15.268,8.75,1.98,1139.027,15.364,-1.301
ut_effort-m-18-sports,effort,0.697,737.624,1399.642,2137.53,3537.964,4331.532,5646.659,335.606,318.32,254.11,378.234,58.11,254.111,298.019,229.623,1125.887,1500.55,2012.153,1433.931,103.046,11.483,8.974,8.47,663.316,26.383,-1.681
ut_effort-m-21-sports-roar,effort,1.749,725.917,1247.195,2094.865,3820.424,5172.73,6348.453,265.28,388.65,347.66,388.646,13.17,96.622,929.884,507.322,686.905,975.582,1353.026,719.262,89.191,15.155,5.885,2.81,680.36,25.722,-1.499
ut_effort-m-22-sports,effort,0.627,509.569,1255.424,2069.78,3148.866,4140.586,5160.083,409.834,402.27,472.85,472.847,65.947,367.466,601.167,59.605,487.099,911.789,1342.532,1248.336,110.718,8.771,12.623,2.89,873.657,20.031,-1.427
ut_effort-m-24-sports-wheeze,effort,1.945,665.11,1380.734,1924.855,2184.872,3900.655,5537.279,177.202,166.59,111.19,336.31,51.772,85.151,367.555,276.243,656.053,1035.698,1590.962,654.173,94.272,15.424,6.112,3.73,754.047,23.208,-1.648
ut_effort_04,effort,0.998,748.16,1634.544,2405.311,5179.296,7990.25,9469.249,226.662,141.15,173.71,440.565,57.812,85.394,1580.066,1024.948,678.154,844.249,1164.775,851.114,83.928,19.538,4.296,3.15,895.563,19.541,-1.845
ut_effort_13,effort,0.895,680.584,2236.182,5095.003,7417.283,8615.86,9373.917,222.172,140.89,304.64,320.549,44.191,96.653,780.292,721.119,597.468,868.815,1257.367,673.881,61.803,18.437,3.352,1.36,790.099,22.149,-1.237
ut_effort_20,effort,0.918,911.698,1395.576,2624.502,5344.428,7568.537,9110.405,346.051,166.37,466.83,468.443,50.985,119.998,791.853,704.318,910.719,1158.327,1441.968,915.353,92.293,19.066,4.841,3.59,870.75,20.098,-2.211
ut_effort_24,effort,1.0,709.561,1368.875,2418.453,3232.919,4585.646,5006.767,229.449,167.39,137.0,274.974,13.368,137.001,382.113,250.126,700.18,1061.993,1595.912,672.71,75.968,16.0,4.748,2.88,889.243,19.68,-1.635
ut_effort_26,effort,0.642,701.099,1374.504,3485.358,4973.399,5779.184,6428.208,247.915,326.78,105.65,351.814,18.05,99.393,711.785,672.787,739.082,1202.961,1515.244,683.934,99.855,14.797,6.748,6.5,1146.517,15.264,-1.929
ut_effort_f_01,effort,1.902,1112.12,1559.455,1942.45,2543.455,3053.844,3728.375,269.648,428.13,368.96,428.132,7.108,112.532,713.363,440.632,1325.756,1669.973,2224.737,1581.253,77.446,18.923,4.093,1.14,735.929,23.779,-3.392
ut_effort_f_03,effort,0.783,824.379,1428.899,2488.525,3336.225,4216.246,5127.047,380.876,411.2,421.16,423.3,59.438,292.493,544.157,332.453,1706.717,2701.124,4369.753,2559.595,89.642,11.497,7.797,2.66,1010.286,17.322,-1.752
ut_effort_f_06,effort,0.842,382.199,1582.045,2437.06,3110.553,3600.533,4418.344,289.462,221.37,294.84,329.881,29.591,221.372,598.145,126.229,342.896,1159.026,3114.822,310.025,78.74,20.776,3.79,1.96,1102.446,15.874,-1.816
ut_effort_f_08-mild,effort,1.039,336.036,1144.65,1934.899,2360.759,3730.084,4578.388,301.371,312.82,304.99,313.728,24.82,282.32,86.617,32.408,317.322,719.832,2983.409,299.697,104.29,15.882,6.567,1.99,995.715,17.575,-1.510
ut_effort_f_09,effort,0.531,688.805,1383.363,2964.324,4186.441,5179.822,6185.902,318.413,343.15,301.14,343.154,13.073,301.144,214.336,57.254,641.869,1086.004,2755.012,656.745,172.701,6.594,26.19,1.93,1142.098,15.323,-1.896
ut_effort_f_11,effort,0.764,754.592,1177.324,2657.128,3933.927,5264.833,6096.535,308.348,318.43,206.22,378.413,24.209,206.225,515.845,300.888,713.525,965.289,1345.321,753.784,114.353,13.74,8.322,0.75,959.378,18.241,-1.081
ut_effort_f_14-quiet-grunt,effort,0.732,1136.798,1971.163,2520.54,3641.093,4671.702,5590.317,186.951,284.26,81.99,284.265,10.637,81.987,328.372,246.797,365.128,944.052,1994.075,285.032,94.836,17.085,5.551,-1.02,908.691,19.258,-1.223
ut_effort_f_18-wheeze-sigh,effort,1.211,589.164,1351.74,3453.821,4051.403,5788.631,6808.214,389.169,220.7,489.08,489.077,75.759,209.375,932.953,581.184,1155.416,2022.23,5160.574,1342.882,107.774,9.907,10.878,6.91,1222.392,14.316,-2.639
ut_effort_f_19-sigh,effort,0.889,476.333,1404.325,2108.129,3102.789,3465.95,4265.403,431.142,403.21,451.35,464.109,18.978,395.445,556.79,83.882,476.676,1670.344,7584.83,436.585,70.026,12.936,5.413,-0.16,1073.363,16.304,-1.617
ut_effort_f_21,effort,0.549,453.791,1952.49,2690.804,3315.966,5634.133,6349.305,148.989,149.59,148.11,149.587,9.917,148.113,36.862,0.0,453.72,1300.914,3621.842,294.055,87.183,14.576,5.981,-0.81,1179.551,14.836,-1.399
ut_effort_f_23-roar,effort,1.686,866.58,1310.132,1757.998,2464.495,3084.953,4061.725,199.643,210.51,395.73,418.831,65.63,96.75,911.34,99.038,1125.055,1426.809,1831.653,1223.556,101.315,13.938,7.269,2.55,930.14,18.814,-1.458
ut_exams_00-achievement-relief-roar-m,joy,2.725,500.36,1078.413,2238.381,3420.716,4514.97,5030.531,260.668,315.13,438.14,438.139,29.887,98.917,1114.404,327.098,455.741,639.76,1164.395,498.498,164.976,7.891,20.907,4.21,1815.72,9.638,--undefined--
ut_exams_01-relief-triumph-m-tone,joy,0.528,604.858,1211.232,3510.957,4342.836,5269.177,6035.335,312.334,300.47,480.43,480.43,65.143,194.15,1835.537,282.782,585.338,709.859,1676.799,636.231,106.913,19.875,5.379,5.67,969.205,18.056,-2.143
ut_exams_04-m-relief-sigh,joy,0.943,693.839,1162.452,2232.199,3500.338,4692.124,5675.847,215.016,214.42,183.41,230.857,13.542,183.409,266.171,55.032,813.248,2017.456,7333.201,679.213,93.685,10.075,9.299,2.24,909.939,19.232,-2.086
ut_exams_05-f-laugh,joy,2.01,719.45,1336.078,3013.59,4136.101,4798.558,5541.118,354.074,274.39,364.58,442.377,30.693,207.959,408.705,387.373,701.056,900.684,1456.086,685.124,239.243,7.462,32.062,10.09,1033.976,16.925,-2.320
ut_exams_08-f-sigh-relief,joy,0.938,732.036,1213.55,2891.611,3948.351,4699.2,6031.422,281.243,255.79,252.17,309.295,20.577,251.257,314.252,108.215,783.024,1126.62,1258.24,1214.094,118.177,15.463,7.642,7.83,934.742,18.722,-1.529
ut_exams_10-f-short-laugh,joy,1.675,596.875,1206.119,1871.459,2582.515,3519.227,5685.932,294.528,376.09,236.41,427.483,69.852,114.367,551.394,448.218,634.504,1140.15,2349.913,585.643,161.051,15.817,10.182,4.11,1061.272,16.49,-2.163
ut_exams_13-m-sigh-relief,joy,2.268,476.743,1153.797,2351.16,3335.087,4213.321,5193.785,367.077,365.57,371.99,447.595,20.427,158.821,471.354,451.906,409.207,753.919,1272.716,405.187,132.942,14.55,9.137,5.87,1051.133,16.649,-1.380
ut_exams_15-c-sigh-laugh,joy,1.01,533.973,1453.049,2198.445,2758.971,3420.076,4667.638,306.325,245.76,366.85,381.744,88.201,245.763,412.04,0.0,530.001,1163.635,3244.082,518.37,167.908,12.876,13.04,1.9,981.063,17.838,-1.757
ut_exams_18-m-tone-triumph,joy,0.87,674.568,1383.405,2795.362,3558.105,4393.601,5074.617,343.859,234.81,356.03,418.448,18.204,234.808,420.326,397.765,548.606,685.424,898.432,687.317,131.741,20.103,6.553,13.15,1112.017,15.737,-2.980
ut_exams_19-m-sad-sigh,joy,0.669,586.022,1207.905,2512.078,3978.901,5196.53,6955.005,155.698,93.1,164.94,268.574,62.991,93.097,742.453,265.624,366.599,629.018,992.153,669.084,123.643,11.209,11.031,8.01,774.121,22.606,-1.658
ut_exams_20-f-happy-sigh,joy,1.25,662.689,1308.376,3137.274,4232.219,5098.15,5524.785,398.617,123.15,348.86,454.4,35.834,123.147,426.556,340.076,883.617,1284.893,1603.864,1293.898,99.488,15.202,6.544,7.7,1126.844,15.53,-1.731
ut_fear-bungee_00,fear,0.941,874.263,2376.604,3451.153,4343.893,4806.863,5622.919,315.497,332.48,446.59,446.591,86.543,125.585,1543.057,1214.522,960.09,1667.514,2293.359,2160.571,111.98,15.934,7.028,10.45,677.291,25.838,-2.973
ut_fear-bungee_02,fear,2.474,1091.46,1959.606,3245.38,3886.766,4364.835,5416.204,321.199,207.9,304.03,386.822,84.207,151.32,630.635,589.717,1104.013,1469.835,2020.936,1113.688,91.418,20.814,4.392,6.62,828.594,21.12,-3.111
ut_fear-bungee_08,fear,2.163,1079.796,1361.876,1713.775,2865.142,4392.725,5005.926,308.131,443.41,118.51,472.329,24.734,94.594,1271.2,1228.489,1238.14,1423.348,1680.906,1320.925,57.135,21.266,2.687,9.31,742.707,23.562,-5.808
ut_fear-bungee_11,fear,3.655,894.564,1522.329,2858.096,3802.897,5844.113,8827.224,372.871,85.55,432.86,487.555,61.47,85.554,973.018,945.521,906.643,1191.763,1631.118,962.932,95.496,18.603,5.133,2.84,922.724,18.966,-3.021
ut_fear-bungee_20,fear,1.971,1253.519,1872.155,2466.882,3228.865,3692.747,4867.989,384.1,296.13,421.59,431.531,12.899,271.352,328.154,320.68,1241.125,1437.061,2669.902,1242.844,49.969,17.254,2.896,16.98,673.394,25.988,-4.750
ut_fear_00,fear,1.908,1434.288,3025.548,4265.32,4708.32,6717.269,7787.131,365.514,279.99,271.79,483.48,61.315,126.463,1072.383,975.699,1206.922,1413.405,1660.657,1429.268,125.209,19.917,6.287,8.53,783.564,22.334,-3.229
ut_fear_07,fear,1.958,1084.6,1478.01,2739.312,3391.989,4256.908,5315.515,400.699,376.23,443.83,475.417,75.994,261.307,424.068,381.575,1422.336,1878.088,3206.611,1534.253,122.299,18.127,6.747,11.65,845.038,20.709,-3.931
ut_fear_20,fear,2.8,1070.892,1879.382,3073.377,3574.54,4614.847,5294.155,396.913,181.5,300.49,490.576,19.003,124.271,929.671,824.545,1265.404,1767.421,2061.315,1830.354,144.403,19.464,7.419,14.96,761.882,22.969,-5.601
ut_fear_23-scream-laugh,fear,2.537,1302.057,2159.885,4047.15,6338.317,7122.476,9998.42,352.104,378.39,349.62,473.11,12.927,130.526,796.353,644.474,1317.496,1580.066,2238.16,1270.624,132.17,16.555,7.984,7.77,815.819,21.451,-2.802
ut_fear_26,fear,1.424,1148.138,1535.697,2155.779,3423.844,4072.47,4409.715,361.568,444.49,217.41,447.417,2.126,187.683,530.955,487.526,1497.063,2035.452,2447.303,2046.122,106.814,17.2,6.21,8.35,897.653,19.495,-3.774
ut_fear_29-f-scream,fear,2.468,1241.533,1651.259,1870.139,3500.197,4768.458,5484.232,404.244,458.83,403.46,471.67,13.369,196.971,502.878,496.242,1634.11,2260.847,3828.5,1868.676,74.033,16.005,4.626,10.88,839.962,20.834,-4.574
